StartDate,EndDate,ResponseType,IPAddress,Progress,DurationSeconds,Finished,RecordedDate,ResponseID,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,YearOfBirth,"

GenderCategory",Gender,IsEnglishFirstLanguage,Race,RaceOther,AbleToAnswerCountryOfResidence,CountryOfResidence,StateOfResidence,RoleAtBerkeley,IsTransferStudent,YearsAtBerkeley,DidEarnMoneyLastYear,EmploymentStatus,IncomeIn2020,HighestDegreeReceived,PoliticalAffiliation,ReligiousAffliation,ReligiousAffliationOther,ReligiousAffliationOther2,BookFormatPurchasedMostOften,FrequencySocialMediaAccess,FrequencySocialMediaPosting,TimeFC_FrequencySocialMediaPosting,TimeLC_FrequencySocialMediaPosting,TimePS_FrequencySocialMediaPosting,TimeCC_FrequencySocialMediaPosting,ClassLevel,GenderCGSurvey,RaceCGSurvey,HasServedInCG,HasServedInAnyOtherUniformedService,PlaceboPreTestColleagueAffinity,TimeFC_Intro,TimeLC_Intro,TimePS_Intro,TimeCC_Intro,TimeFC_Intro2,TimeLC_Intro2,TimePS_Intro2,TimeCC_Intro2,PracticeQCGComparison,TimeFC_PracticeQCGComparison,TimeLC_PracticeQCGComparison,TimePS_PracticeQCGComparison,TimeCC_PracticeQCGComparison,TreatmentQ1,TimeFC_TreatmentQ1,TimeLC_TreatmentQ1,TimePS_TreatmentQ1,TimeCC_TreatmentQ1,TreatmentQ2,TimeFC_TreatmentQ2,TimeLC_TreatmentQ2,TimePS_TreatmentQ2,TimeCC_TreatmentQ2,TreatmentQ3,TimeFC_TreatmentQ3,TimeLC_TreatmentQ3,TimePS_TreatmentQ3,TimeCC_TreatmentQ3,TreatmentQ4,TimeFC_TreatmentQ4,TimeLC_TreatmentQ4,TimePS_TreatmentQ4,TimeCC_TreatmentQ4,TreatmentQ5,TimeFC_TreatmentQ5,TimeLC_TreatmentQ5,TimePS_TreatmentQ5,TimeCC_TreatmentQ5,TreatmentQ6,TimeFC_TreatmentQ6,TimeLC_TreatmentQ6,TimePS_TreatmentQ6,TimeCC_TreatmentQ6,ControlQ1,TimeFC_ControlQ1,TimeLC_ControlQ1,TimePS_ControlQ1,TimeCC_ControlQ1,ControlQ2,TimeFC_ControlQ2,TimeLC_ControlQ2,TimePS_ControlQ2,TimeCC_ControlQ2,ControlQ3,TimeFC_ControlQ3,TimeLC_ControlQ3,TimePS_ControlQ3,TimeCC_ControlQ3,ControlQ4,TimeFC_ControlQ4,TimeLC_ControlQ4,TimePS_ControlQ4,TimeCC_ControlQ4,ControlQ5,TimeFC_ControlQ5,TimeLC_ControlQ5,TimePS_ControlQ5,TimeCC_ControlQ5,ControlQ6,TimeFC_ControlQ6,TimeLC_ControlQ6,TimePS_ControlQ6,TimeCC_ControlQ6,PlaceboPostTestColleagueAffinity,TimeFC_PlaceboPostTestColleagueAffinity,TimeLC_PlaceboPostTestColleagueAffinity,TimePS_PlaceboPostTestColleagueAffinity,TimeCC_PlaceboPostTestColleagueAffinity
4/6/2021 22:04,4/6/2021 22:49,IP Address,73.170.27.164,100,2670,TRUE,4/6/2021 22:49,R_stEIdugC439cttD,37.67359924,-122.0943985,anonymous,EN,1999,Cisgender Woman,,No,Asian,,Yes,United States of America,California,Undergraduate Student,Yes,4th Year,Yes,Student,"Less than $10,000",No college,Democrat,Prefer not to say,,,I buy both,More than once a day,Less than Weekly,14.979,14.979,16.569,1,Jr/Sr,Female,Asian,No,No,Neither like nor dislike,1.835,17.052,17.97,11,0,0,15.168,0,0,8.148,87.461,89.357,7,0,5.456,23.777,25.265,10,0,10.129,10.179,12.258,2,0,10.209,10.209,11.978,1,0,16.532,27.649,29.853,8,0,5.526,17.616,20.391,3,0,7.61,10.4,12.736,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither like nor dislike,,,,
4/6/2021 22:53,4/6/2021 23:25,IP Address,172.88.108.11,100,1878,TRUE,4/6/2021 23:25,R_1po0s9GkeDfy9Kx,33.98539734,-117.8972015,anonymous,EN,2000,Cisgender Woman,,No,Asian,,Yes,United States of America,California,Undergraduate Student,No,3rd Year,Yes,Unemployed looking for work,"Less than $10,000",Bachelor's degree,Other,Other Christian:,,,I don't purchase books,Weekly,Weekly,1.804,8.768,9.94,3,Jr/Sr,Female,Asian,No,No,Neither like nor dislike,0.937,16.859,17.72,18,0.83,0.83,1.667,1,0,0.675,12.836,17.217,15,0,0.674,3.514,14.838,6,0,0.787,18.162,19.266,6,0,0.667,15.297,17.627,9,0,0.482,9.618,16.527,4,0,0.567,12.918,13.932,6,0,0.479,29.126,30.536,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither like nor dislike,0.111,1.698,18.813,2
4/6/2021 22:21,4/6/2021 23:26,IP Address,68.107.25.103,100,3848,TRUE,4/6/2021 23:26,R_vVaxtLjlMcDxiQF,32.63870239,-117.080101,anonymous,EN,1998,Cisgender Man,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,5th Year or beyond,Yes,Student,"Less than $10,000",Bachelor's degree,Democrat,Roman Catholic,,,I buy physical books,More than once a day,Less than Weekly,7.869,7.869,10.712,1,Jr/Sr,Male,Asian,No,No,Neither like nor dislike,1.091,15.231,16.553,12,0,0,38.947,0,0,33.023,38.088,38.846,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.777,31.201,32.65,2,0,11.397,14.081,15.477,4,0,4.923,12.896,15.789,4,0,11.167,12.024,13.014,2,0,10.073,12.357,13.767,3,0,3.801,32.856,35.171,3,Neither like nor dislike,,,,
4/6/2021 19:33,4/6/2021 23:32,IP Address,200.194.55.212,100,14352,TRUE,4/6/2021 23:32,R_1gLsqvHMIyLieBe,25.57460022,-100.483902,anonymous,EN,2002,Non-binary,,No,Hispanic or Latino,,Yes,Mexico,,Undergraduate Student,No,1st Year,No,Student,,Some college,Other,Atheist or agnostic,,,I buy physical books,More than once a day,Less than Weekly,7.582,11.673,13.423,4,Fresh/Soph,Non-binary / third gender,"Hispanic, Latinex, or Spanish Origin",No,No,Like somewhat,1.334,9.135,21.097,2,0,0,29.211,0,0,54.399,59.97,67.641,5,0,14.68,15.867,29.694,3,0,11.092,11.591,13.334,2,0,42.312,44.073,45.668,4,0,23.986,69.199,69.747,13,0,105.571,108.238,119.985,3,0,15.418,20.483,23.926,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
4/6/2021 23:35,4/7/2021 0:26,IP Address,73.222.45.139,100,3069,TRUE,4/7/2021 0:26,R_1n2e8L6X4FLpJGC,37.92689514,-122.3312988,anonymous,EN,1998,Non-binary,,Prefer not to say,Asian,,Yes,United States of America,California,Undergraduate Student,Yes,4th Year,No,Student,,No college,Independent,Protestant,,,I buy both,More than once a day,Weekly,1.787,5.786,6.713,4,Jr/Sr,Non-binary / third gender,Asian,No,No,Like somewhat,1.054,19.288,20.026,16,4.911,29.753,36.239,6,0,2.081,47.273,47.564,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.553,55.434,56.512,23,0,3.894,23.59,25.152,10,0,4.194,4.194,8.443,1,0,5.953,7.183,9.03,4,0,6.395,9.154,10.749,5,0,8.003,16.549,17.826,12,Like somewhat,,,,
4/7/2021 1:42,4/7/2021 2:00,IP Address,73.63.203.230,100,1120,TRUE,4/7/2021 2:00,R_1GQeRzTQdzUzQvS,37.58900452,-122.0460968,anonymous,EN,2000,Cisgender Woman,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,3rd Year,Yes,Unemployed looking for work,"$10,000 - $19,999",Some college,Independent,Other:,,Sikh,I don't purchase books,More than once a day,Less than Weekly,2.383,4.977,6.523,5,Jr/Sr,Female,Asian,No,No,Neither like nor dislike,1.282,9.937,14.589,6,0,0,2.041,0,0,0,0,2.296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.639,3.791,4.824,2,0,1.639,2.64,4.732,2,0,1.625,1.625,3.509,1,0,1.697,1.697,3.603,1,0,3.149,5.273,5.885,2,0,3.189,5.687,9.063,2,Neither like nor dislike,,,,
4/6/2021 19:05,4/7/2021 3:38,IP Address,70.187.231.122,100,30823,TRUE,4/7/2021 3:38,R_2bHwouzVoG1Mcyo,33.64160156,-117.6898041,anonymous,EN,2002,Cisgender Man,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,1st Year,No,Student,,No college,Independent,Other Christian:,,,I buy physical books,Weekly,Weekly,6.954,7.984,9.255,2,Fresh/Soph,Male,Asian,No,No,Like a great deal,19.5,45.946,49.031,16,2417.863,2417.863,2959.366,1,0,13457.333,20251.78,20252.623,11,0,7.673,9.062,12.756,2,0,56.683,56.683,59.893,1,0,4.941,47.707,49.8,4,0,18.237,48.729,51.341,4,0,96.135,96.135,98.771,1,0,9.61,46.307,48.485,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like a great deal,,,,
4/7/2021 5:57,4/7/2021 7:46,IP Address,211.23.158.31,100,6536,TRUE,4/7/2021 7:46,R_2zoRkKyJgsewaNb,24.98890686,121.3175964,anonymous,EN,1997,Cisgender Man,,No,Asian,,Yes,Hong Kong (S.A.R.),,Undergraduate Student,Yes,4th Year,No,Student,,Some college,Prefer not to say,Buddhist,,,I buy both,More than once a day,Less than Weekly,11.133,11.133,13.392,1,Jr/Sr,Male,Asian,No,No,Neither like nor dislike,1.95,18.843,27.339,7,0,0,75.63,0,0,120.868,132.606,135.103,8,0,3.458,36.661,37.754,3,0,15.936,71.064,73.222,5,0,36.696,39.586,40.809,4,0,20.484,21.205,22.414,2,0,42.594,43.346,44.854,3,0,31.491,31.921,33.504,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither like nor dislike,,,,
4/7/2021 8:57,4/7/2021 9:13,IP Address,128.32.65.13,100,985,TRUE,4/7/2021 9:14,R_3EX6ffL63FI4Rm5,37.92689514,-122.3312988,anonymous,EN,test,Prefer not to disclose,,Prefer not to say,Prefer not to answer,,,,,Undergraduate Student,No,1st Year,No,Student,,Some college,Prefer not to say,Prefer not to say,,,I buy both,Weekly,Weekly,0,0,5.119,0,Fresh/Soph,Prefer not to answer,"Hispanic, Latinex, or Spanish Origin",Prefer not to answer,Prefer not to answer,Neither like nor dislike,4.463,19.878,21.128,13,0,0,1.763,0,0,0,0,2.362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.445,0,0,0,0,1.555,0,0,0,0,1.404,0,0,0,0,1.534,0,0,0,0,1.974,0,0,0,0,1.536,0,Neither like nor dislike,,,,
4/7/2021 9:43,4/7/2021 9:43,IP Address,73.222.255.126,100,3,TRUE,4/7/2021 9:43,R_3PhFt6wfKWlz3LM,37.89219666,-122.2729034,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2021 10:03,4/7/2021 10:03,IP Address,128.32.65.13,100,9,TRUE,4/7/2021 10:03,R_22SmK7qgpdwWIDV,37.92689514,-122.3312988,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2021 10:03,4/7/2021 10:39,IP Address,128.32.65.13,100,2163,TRUE,4/7/2021 10:39,R_vHOEFYCTK5dtu6Z,37.92689514,-122.3312988,anonymous,EN,test,Prefer not to disclose,,Prefer not to say,Prefer not to answer,,No,,,Undergraduate Student,No,2nd Year,No,Student,,No college,Prefer not to say,Prefer not to say,,,I buy both,Weekly,Weekly,0,0,3.014,0,Jr/Sr,Prefer not to answer,"Hispanic, Latinex, or Spanish Origin",Prefer not to answer,Prefer not to answer,Neither like nor dislike,3.102,14.328,15.438,13,0,0,1.449,0,0,0,0,1.643,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.108,0,0,0,0,1.658,0,0,0,0,1.709,0,0,0,0,1.168,0,0,0,0,1.282,0,0,0,0,1.103,0,Like a great deal,,,,
4/7/2021 11:12,4/7/2021 11:17,Survey Preview,,100,315,TRUE,4/7/2021 11:17,R_3fOa4QVxUnOCVUD,37.89219666,-122.2729034,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,0.999,0.999,1.705,1,,,,,,,0,0,1.048,0,0,0,1.092,0,0,0,0,0.802,0,0,0,0,0.842,0,0,0,0,0.852,0,0,0,0,0.651,0,0,0,0,0.676,0,0,0,0,0.868,0,0,0,0,0.919,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.923,9.923,10.898,1
4/6/2021 23:47,4/7/2021 12:13,IP Address,173.72.54.3,100,44725,TRUE,4/7/2021 12:13,R_2CNzw7SSPxXdTgb,40.32919312,-74.56909943,anonymous,EN,2002,Cisgender Man,,Yes,Asian,,Yes,United States of America,New Jersey,Undergraduate Student,No,1st Year,No,Student,,Some college,Independent,Prefer not to say,,,I buy physical books,More than once a day,Less than Weekly,6.011,6.011,7.414,1,Fresh/Soph,Male,Asian,No,No,Like somewhat,1.232,15.883,20.253,6,0,0,8.972,0,0,22.768,29.311,37.466,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64.656,77.162,79.677,11,0,20.641,24.408,25.956,4,0,14.485,27.088,28.364,4,0,11.097,13.313,15.19,3,0,18.584,32.458,34.68,3,0,10.682,13.83,15.423,3,Like somewhat,,,,
4/7/2021 11:59,4/7/2021 12:25,IP Address,128.32.65.13,100,1580,TRUE,4/7/2021 12:25,R_PBCvJbaLgU7g77P,37.92689514,-122.3312988,anonymous,EN,test,Prefer not to disclose,,Prefer not to say,Prefer not to answer,,No,,,Undergraduate Student,No,1st Year,Yes,Student,"$10,000 - $19,999",Some college,Prefer not to say,Prefer not to say,,,I buy both,Weekly,Weekly,37.422,37.422,38.681,1,Fresh/Soph,Prefer not to answer,"Hispanic, Latinex, or Spanish Origin",Prefer not to answer,Prefer not to answer,Neither like nor dislike,2.716,21.761,23.161,14,0,0,2.455,0,0,0,0,1.955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.391,0,0,0,0,4.313,0,0,1.78,1.78,2.499,1,0,0,0,1.414,0,0,0,0,2.999,0,0,0,0,2.372,0,Neither like nor dislike,,,,
4/7/2021 12:13,4/7/2021 13:17,IP Address,24.5.153.242,100,3846,TRUE,4/7/2021 13:17,R_22zA01c2diENyUz,37.86369324,-122.276001,anonymous,EN,1999,Cisgender Man,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,Yes,3rd Year,No,Employed part time,,Some college,Democrat,Buddhist,,,I buy both,Daily,Less than Weekly,6.531,11.868,13.701,8,Jr/Sr,Male,Asian,No,No,Like somewhat,1.523,52.613,53.572,21,2.027,6.945,8.067,4,0,11.793,68.87,69.338,12,0,10.866,29.631,29.989,13,0,5.374,12.559,48.619,5,0,2.165,5.715,6.734,5,0,7.097,46.332,47.237,2,0,5.123,22.97,24.368,9,0,202.197,207.585,208.66,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,5.936,10.639,10.917,8
4/7/2021 14:48,4/7/2021 15:41,IP Address,216.40.21.186,100,3167,TRUE,4/7/2021 15:41,R_1Q61QXC0zojXPxv,37.87359619,-122.2570038,anonymous,EN,2001,Transgender Man,,Yes,Non-Hispanic White,,Yes,United States of America,California,Undergraduate Student,No,2nd Year,Yes,Employed full time,"Less than $10,000",Some college,Socialist,Roman Catholic,,,I don't purchase books,More than once a day,Less than Weekly,4.336,6.347,7.166,2,Fresh/Soph,Male,White,No,No,Like somewhat,7.509,7.509,18.173,1,0,0,8.302,0,0,16.287,24.329,27.335,3,0,8.734,13.187,14.414,3,0,22.529,22.529,24.673,1,0,29.835,29.835,40.31,1,0,14.222,15.778,16.801,4,0,7.638,9.605,11.281,3,0,19.632,20.342,22.26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
4/7/2021 15:15,4/7/2021 16:03,IP Address,24.6.77.33,100,2908,TRUE,4/7/2021 16:03,R_2aEkwwQbbKwsYtO,37.57310486,-122.0539017,anonymous,EN,2000,Non-binary,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,3rd Year,Yes,Student,"Less than $10,000",No college,Democrat,Hindu,,,I buy both,More than once a day,More than once a day,6.984,8.943,9.482,3,Jr/Sr,Non-binary / third gender,Asian,No,No,Like somewhat,1.664,16.781,17.786,14,0,0,20.716,0,0,16.616,25.133,25.896,5,0,4.84,6.368,7.937,2,0,2.209,7.488,8.865,5,0,1.779,3.601,5.166,2,0,1.449,4.687,6.229,4,0,4.511,13.375,14.636,4,0,1.528,4.922,6.356,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
4/7/2021 15:15,4/7/2021 16:14,IP Address,107.77.212.224,100,3516,TRUE,4/7/2021 16:14,R_12bU7EoHhLwkg7O,37.68730164,-121.8956985,anonymous,EN,2001,Cisgender Woman,,Yes,Non-Hispanic White,,Yes,United States of America,California,Undergraduate Student,Yes,1st Year,No,Student,,Some college,Democrat,Atheist or agnostic,,,I don't purchase books,More than once a day,Less than Weekly,8.204,9.663,10.79,2,Jr/Sr,Female,"White,Hispanic, Latinex, or Spanish Origin",No,No,Like somewhat,1.627,12.92,17.362,7,32.069,40.123,43.785,2,0,22.332,33.912,39.244,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82.127,87.553,93.731,5,0,33.65,34.26,36.238,2,0,16.438,16.438,18.408,1,0,19.445,19.445,21.5,1,0,14.941,15.534,17.389,2,0,27.364,29.12,37.591,3,Like somewhat,,,,
4/7/2021 17:24,4/7/2021 18:20,IP Address,66.117.143.197,100,3327,TRUE,4/7/2021 18:20,R_D2zYJ3WYAmSkh8Z,37.87359619,-122.2570038,anonymous,EN,1999,Cisgender Woman,,Yes,Non-Hispanic White,,Yes,United States of America,California,Undergraduate Student,No,4th Year,Yes,Student,"Less than $10,000",Some college,Democrat,Atheist or agnostic,,,I buy ebooks,More than once a day,Less than Weekly,5.701,5.701,6.578,1,Jr/Sr,Female,White,No,No,Like somewhat,1.731,16.299,21.863,6,0,0,56.847,0,0,54.338,54.338,57.825,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68.388,68.388,70.055,1,0,19.977,19.977,22.88,1,0,14.834,14.834,16.418,1,0,14.974,14.974,16.76,1,0,25.118,25.118,26.729,1,0,31.615,33.088,33.917,2,Like somewhat,,,,
4/7/2021 18:38,4/7/2021 19:02,IP Address,73.252.230.118,100,1483,TRUE,4/7/2021 19:02,R_W6WkEtlxod17E0p,37.87669373,-122.267601,anonymous,EN,2000,Cisgender Woman,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,3rd Year,Yes,Student,"Less than $10,000",Some college,Democrat,Buddhist,,,I don't purchase books,Daily,Weekly,1.405,7.815,8.654,10,Jr/Sr,Female,Asian,No,No,Like somewhat,0.93,8.582,11.411,7,0,0,3.647,0,0,3.85,4.058,5.116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.911,4.467,7.061,4,0,2.673,9.173,10.679,2,0,0.07,2.577,3.852,2,0,2.615,2.615,3.586,1,0,3.722,27.054,28.816,7,0,3.043,3.744,4.672,2,Like somewhat,,,,
4/7/2021 18:39,4/7/2021 19:05,IP Address,76.126.178.205,100,1573,TRUE,4/7/2021 19:05,R_3Iago0xQQlcWuP9,37.86369324,-122.276001,anonymous,EN,1999,Cisgender Woman,,Yes,Other:,Middle Eastern,Yes,United States of America,California,Undergraduate Student,No,3rd Year,No,Student,,Some college,Democrat,Muslim,,,I don't purchase books,More than once a day,Less than Weekly,4.772,4.772,5.638,1,Jr/Sr,Female,White,No,No,Like a great deal,4.457,47.212,47.759,7,0,0,1.946,0,0,6.379,6.379,8.125,1,0,0,0,3.62,0,0,7.528,8.908,10.66,3,0,4.595,14.331,15.918,4,0,3.693,3.693,4.937,1,0,3.883,3.883,5.545,1,0,6.014,7.13,10.043,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
4/7/2021 18:40,4/7/2021 19:06,IP Address,107.0.114.23,100,1570,TRUE,4/7/2021 19:06,R_dieeznCPjaPVmff,38.55589294,-121.7391052,anonymous,EN,2000,Cisgender Woman,,Prefer not to say,Prefer not to answer,,Yes,United States of America,California,Undergraduate Student,No,3rd Year,Yes,Employed part time,"Less than $10,000",Some college,Prefer not to say,Prefer not to say,,,I buy both,Daily,Weekly,0,0,5.351,0,Prefer not to answer,Prefer not to answer,White,Prefer not to answer,Prefer not to answer,Neither like nor dislike,1.128,16.523,19.448,13,0,0,6.346,0,0,2.118,6.217,7.024,5,0,0,0,2.234,0,0,0,0,0.883,0,0,0,0,3.122,0,0,0,0,1.833,0,0,0,0,1.463,0,0,0.027,0.027,1.892,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither like nor dislike,,,,
4/7/2021 18:12,4/7/2021 19:13,IP Address,107.77.213.19,100,3629,TRUE,4/7/2021 19:13,R_3KYNqztzM9gBIEn,37.67359924,-122.0943985,anonymous,EN,2001,Cisgender Woman,,No,Asian,,Yes,United States of America,California,Undergraduate Student,Yes,2nd Year,No,Student,,Some college,Prefer not to say,Protestant,,,I buy physical books,Daily,Less than Weekly,6.872,6.872,8.736,1,Jr/Sr,Female,Asian,No,No,Like somewhat,2.23,17.274,17.949,8,0,0,39.673,0,0,34.361,39.147,40.755,3,0,7.014,7.014,8.694,1,0,46.478,46.478,48.582,1,0,5.53,5.53,7.263,1,0,22.861,23.437,25.274,2,0,19.159,28.085,29.615,2,0,18.989,20.209,22.698,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
4/7/2021 18:37,4/7/2021 19:14,IP Address,73.223.190.32,100,2184,TRUE,4/7/2021 19:14,R_0qSn3nqqNdyuUbn,37.77029419,-122.4407043,anonymous,EN,1998,Cisgender Woman,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,4th Year,No,Unemployed looking for work,,Bachelor's degree,Democrat,Atheist or agnostic,,,I don't purchase books,Daily,Less than Weekly,21.534,21.534,22.986,1,Grad/Post-Grad,Female,Asian,No,No,Like somewhat,1.458,17.662,20.545,7,0,0,3.386,0,0,6.315,6.315,31.33,1,0,21.737,21.737,23.69,1,0,6.944,7.677,8.981,2,0,5.401,5.401,11.231,1,0,4.824,4.824,6.24,1,0,3.97,5.275,6.114,2,0,3.94,8.388,9.664,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
4/7/2021 18:34,4/7/2021 19:15,IP Address,76.174.238.53,100,2493,TRUE,4/7/2021 19:15,R_1pAUUShPjNuOSSF,34.03489685,-117.6184998,anonymous,EN,1997,Other,Male,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,4th Year,No,Student,,Bachelor's degree,Independent,Protestant,,,I buy ebooks,More than once a day,Weekly,6.55,8.165,9.866,3,Jr/Sr,Male,Asian,No,No,Like somewhat,1.631,94.244,98.49,7,0,0,16.863,0,0,0,0,26.32,0,0,3.462,3.462,8.449,1,0,18.603,29.394,31.062,2,0,33.273,34.431,36.402,2,0,45.866,51.878,54.546,4,0,28.697,28.697,30.303,1,0,7.392,7.392,9.399,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
4/7/2021 18:12,4/7/2021 19:19,IP Address,184.23.20.76,100,4029,TRUE,4/7/2021 19:19,R_3efYIGDu7Wy2QPC,37.86109924,-122.2564011,anonymous,EN,2002,Cisgender Woman,,Yes,Non-Hispanic White,,Yes,United States of America,California,Undergraduate Student,No,2nd Year,No,Student,,Some college,Socialist,Atheist or agnostic,,,I buy ebooks,More than once a day,Daily,15.515,15.515,17.963,1,Fresh/Soph,Female,White,No,No,Like somewhat,2.086,15.922,17.129,10,0,0,24.579,0,0,22.572,31.161,35.696,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.32,6.998,8.5,2,0,13.256,15.341,16.9,3,0,7.945,7.945,9.25,1,0,13.792,13.792,15.559,1,0,33.322,34.747,35.632,2,0,54.502,54.502,56.431,1,Like somewhat,,,,
4/7/2021 18:57,4/7/2021 19:20,IP Address,136.25.178.32,100,1381,TRUE,4/7/2021 19:20,R_2Pcao1Tm85ZNmMn,37.87359619,-122.2570038,anonymous,EN,2001,Cisgender Man,,Yes,Asian,,Yes,India,,Undergraduate Student,No,2nd Year,No,Student,,Some college,Prefer not to say,Hindu,,,I don't purchase books,More than once a day,Less than Weekly,1.29,6.738,6.774,8,Fresh/Soph,Male,Asian,No,No,Dislike somewhat,1.325,26.8,30.424,12,5.695,7.99,8.021,3,0,1.805,12.02,12.463,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.578,13.201,14.561,15,0,0.36,4.472,5.076,4,0,0.314,4.922,5.946,5,0,0.078,8.6,9.796,7,0,0.473,4.199,4.947,3,0,0.483,13.689,14.272,11,Neither like nor dislike,,,,
4/7/2021 18:41,4/7/2021 19:23,IP Address,47.153.231.61,100,2544,TRUE,4/7/2021 19:23,R_2Eyl6nxv5IsyY0p,33.95530701,-117.245697,anonymous,EN,1998,Cisgender Woman,,Yes,Asian,,Yes,United States of America,California,Undergraduate Student,No,5th Year or beyond,Yes,Student,"Less than $10,000",Some college,Republican,Muslim,,,I buy physical books,Weekly,Weekly,1.432,8.354,8.818,7,Jr/Sr,Female,Asian,No,No,Like somewhat,1.316,13.721,14.394,16,3.03,3.03,4.224,1,0,0.755,5.945,7.558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.405,11.075,11.976,7,0,0.582,2.473,3.022,4,0,2.231,5.64,6.265,8,0,0.493,0.996,1.897,2,0,0.779,2.458,4.414,3,0,2.783,32.532,33.46,8,Like somewhat,3.505,3.505,13.182,1
4/7/2021 18:55,4/7/2021 19:23,IP Address,76.126.25.84,100,1710,TRUE,4/7/2021 19:23,R_2uBkmnrVBqmJD5D,37.92080688,-122.0182037,anonymous,EN,2000,Cisgender Woman,,Yes,Non-Hispanic White,,Yes,United States of America,California,Undergraduate Student,No,3rd Year,Yes,Student,"Less than $10,000",Some college,Independent,Atheist or agnostic,,,I buy physical books,More than once a day,Weekly,6.83,8.673,10.951,2,Jr/Sr,Female,White,No,No,Like a great deal,0.862,12.507,18.553,9,0.744,1.306,1.966,2,0,0.723,35.965,35.993,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.549,6.458,7.581,3,0,0.779,23.05,24.236,9,0,0.575,6.134,6.86,3,0,0.635,6.231,6.256,4,0,0.647,13.774,14.647,5,0,0.746,6.165,6.956,4,Like somewhat,,,,
4/7/2021 18:38,4/7/2021 19:27,IP Address,73.158.187.203,100,2901,TRUE,4/7/2021 19:27,R_3HwAIcIQCuIB9yE,37.89190674,-122.2635956,anonymous,EN,1999,Cisgender Woman,,Yes,Hispanic or Latino,,Yes,United States of America,California,Undergraduate Student,No,4th Year,Yes,Student,"Less than $10,000",Bachelor's degree,Democrat,Atheist or agnostic,,,I buy physical books,More than once a day,Weekly,13.798,13.798,15.438,1,Jr/Sr,Female,"White,Hispanic, Latinex, or Spanish Origin",No,No,Like somewhat,0.96,12.2,16.07,7,0,0,28.402,0,0,29.686,30.23,31.562,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18.041,18.604,25.716,2,0,8.736,10.756,14.379,3,0,45.826,46.601,47.971,2,0,5.336,5.336,8.862,1,0,62.565,62.565,64.558,1,0,31.228,31.228,41.515,1,Like somewhat,,,,
